x,y1,y2,y3,y4,Y13,Y24,Y36,Y40,dev_y1_Y13,dev_y2_Y24,dev_y3_Y36,dev_y4_Y40
-3.3,-11.351111,-71.7599,16.831747,178.35887,-11.6,-71.874,16.5,177.87749,0.24888900000000014,0.11409999999999343,0.331747,0.4813800000000015
-3.2,-11.182367,-65.57432,16.064396,174.9699,-11.4,-65.536,16.0,175.2383,0.21763300000000108,0.0383199999999988,0.06439599999999857,0.26840000000001396
-3.1,-10.884745,-59.903828,15.326105,172.29813,-11.2,-59.582,15.5,172.60913,0.31525499999999873,0.32182799999999645,0.1738949999999999,0.31100000000000705
-3.0,-11.132773,-54.498898,15.181301,170.17853,-11.0,-54.0,15.0,169.98999,0.13277300000000025,0.49889799999999696,0.1813009999999995,0.18853999999998905
-2.9,-11.094109,-48.545578,14.938964,167.8512,-10.8,-48.778,14.5,167.38095,0.29410899999999884,0.23242199999999968,0.43896400000000035,0.47024999999999295
-2.8,-10.706893,-43.959026,14.113911,164.98068,-10.6,-43.904,14.0,164.78223,0.10689300000000124,0.05502599999999802,0.11391099999999987,0.19845000000000823
-2.7,-10.310346,-39.237312,13.730729,161.71675,-10.4,-39.366,13.5,162.19408,0.08965400000000123,0.1286879999999968,0.23072900000000018,0.47733000000002335
-2.6,-10.487161,-34.966625,12.908285,159.30449,-10.2,-35.152,13.0,159.61688,0.2871610000000011,0.1853750000000005,0.09171500000000066,0.31239000000002193
-2.5,-10.179159,-30.918287,12.951821,156.77803,-10.0,-31.25,12.5,157.05115,0.1791590000000003,0.3317130000000006,0.4518210000000007,0.2731200000000058
-2.4,-10.293268,-27.21212,11.641983,154.76001,-9.8,-27.648,12.0,154.49739,0.4932679999999987,0.43588000000000093,0.35801700000000025,0.2626199999999983
-2.3,-9.322355,-24.15594,11.695067,152.2337,-9.6,-24.334,11.5,151.95628,0.2776449999999997,0.17805999999999855,0.19506699999999988,0.27742000000000644
-2.2,-9.338931,-21.444782,10.760074,149.2638,-9.4,-21.296,11.0,149.4285,0.06106899999999982,0.14878200000000064,0.23992600000000053,0.1647000000000105
-2.1,-9.351798,-18.731234,10.977718,146.56465,-9.2,-18.522,10.5,146.91484,0.1517980000000012,0.20923400000000214,0.4777179999999994,0.3501899999999978
-2.0,-8.642757,-16.440636,9.766602,144.69261,-9.0,-16.0,10.0,144.41615,0.3572430000000004,0.44063600000000136,0.23339799999999933,0.27646000000001436
-1.9,-8.7870865,-13.23044,9.786685,142.39015,-8.8,-13.718,9.5,141.93329,0.012913500000001576,0.4875600000000002,0.2866850000000003,0.45686000000000604
-1.8,-8.6536875,-12.035927,8.723444,139.39069,-8.6,-11.664,9.0,139.46721,0.053687500000000554,0.37192699999999945,0.27655599999999936,0.07651999999998793
-1.7,-8.845174,-9.53772,8.922908,137.40887,-8.4,-9.826,8.5,137.01884,0.44517399999999974,0.2882800000000003,0.4229079999999996,0.3900299999999959
-1.6,-8.024246,-8.246859,7.775065,134.93274,-8.2,-8.192,8.0,134.5892,0.17575399999999952,0.054859000000000435,0.22493500000000033,0.3435399999999902
-1.5,-7.6622705,-6.4678082,7.762756,132.09932,-8.0,-6.75,7.5,132.17926,0.3377295,0.28219179999999966,0.26275600000000043,0.07993999999999346
-1.4,-7.451262,-5.473793,6.917714,129.6215,-7.8,-5.488,7.0,129.79004,0.348738,0.014207000000000747,0.08228599999999986,0.16854000000000724
-1.3,-8.073073,-4.3034263,6.599638,127.494446,-7.6,-4.394,6.5,127.4225,0.4730730000000012,0.0905737000000002,0.09963799999999967,0.07194599999999696
-1.2,-7.624807,-3.116682,5.922185,124.88389,-7.4,-3.456,6.0,125.077644,0.2248069999999993,0.339318,0.07781500000000019,0.19375400000001264
-1.1,-6.8627706,-2.7443602,5.405366,122.26654,-7.2,-2.662,5.5,122.7564,0.3372294,0.0823602000000001,0.0946340000000001,0.4898599999999931
-1.0,-6.6626935,-1.8646985,5.3396773,119.959915,-7.0,-2.0,5.0,120.459694,0.3373065000000004,0.13530149999999996,0.33967729999999996,0.49977900000000375
-0.9,-6.790425,-1.1103085,4.7034745,118.3658,-6.8,-1.458,4.5,118.18839,0.00957499999999989,0.34769150000000004,0.20347449999999956,0.17740999999999474
-0.8,-6.4544077,-0.96097934,3.6320505,116.19847,-6.6,-1.024,4.0,115.94329,0.14559229999999967,0.06302066000000006,0.36794949999999993,0.25517999999999574
-0.7,-6.8813953,-0.91693103,3.8590372,114.07122,-6.4,-0.686,3.5,113.72516,0.48139529999999997,0.23093102999999993,0.35903719999999995,0.34605999999999426
-0.6,-5.8156366,-0.3730414,2.6553535,111.85515,-6.2,-0.432,3.0,111.53467,0.3843633999999998,0.05895859999999997,0.3446465000000001,0.3204799999999892
-0.5,-5.5358205,0.037469175,2.7583456,109.4502,-6.0,-0.25,2.5,109.37241,0.4641795000000002,0.287469175,0.2583456000000002,0.07778999999999314
-0.4,-5.660374,-0.40952796,2.153987,106.83505,-5.8,-0.128,2.0,107.23894,0.1396259999999998,0.28152796,0.15398699999999987,0.4038900000000041
-0.3,-5.976617,-0.18005289,1.7940962,105.18857,-5.6,-0.054,1.5,105.13467,0.3766170000000004,0.12605289,0.29409620000000003,0.05389999999999873
-0.2,-5.3598294,0.3414899,1.4268377,103.23432,-5.4,-0.016,1.0,103.05994,0.04017060000000061,0.3574899,0.4268377000000001,0.1743799999999993
-0.1,-5.0876603,0.31490213,0.47525218,101.10627,-5.2,-0.002,0.5,101.015,0.1123397000000006,0.31690213,0.024747819999999976,0.09126999999999441
2.842171e-13,-5.395151,-0.36569896,-0.30759788,99.451324,-5.0,4.5917748000000004e-38,1.4210855e-12,99.0,0.39515100000000025,0.36569896,0.3075978800014211,0.4513239999999996
0.1,-5.0035744,0.23298572,0.044192348,96.77262,-4.8,0.002,0.5,97.015,0.20357439999999993,0.23098572,0.455807652,0.24237999999999715
0.2,-4.5314617,0.008048699,0.695064,95.33676,-4.6,0.016,1.0,95.05994,0.06853829999999927,0.007951301000000001,0.304936,0.27682000000000073
0.3,-4.799989,-0.26855776,1.4535967,93.550896,-4.4,0.054,1.5,93.13467,0.3999889999999997,0.32255775999999997,0.046403299999999925,0.41622599999999466
0.4,-4.130924,-0.057782587,1.6458466,91.62058,-4.2,0.128,2.0,91.23894,0.06907599999999992,0.185782587,0.35415339999999995,0.3816400000000044
0.5,-3.855581,0.46880114,2.2125382,89.561775,-4.0,0.25,2.5,89.37241,0.14441900000000008,0.21880114,0.2874618,0.18936499999999512
0.6,-4.253161,0.57635,3.0363755,87.64919,-3.8,0.432,3.0,87.53467,0.4531610000000006,0.14435000000000003,0.036375500000000116,0.11451999999999884
0.7,-3.8017764,0.7784867,3.393124,86.11241,-3.6,0.686,3.5,85.72516,0.20177639999999997,0.09248669999999992,0.1068760000000002,0.38724999999999454
0.8,-3.6237519,0.924296,3.967675,83.90473,-3.4,1.024,4.0,83.94329,0.2237518999999999,0.09970400000000001,0.03232500000000016,0.038560000000003924
0.9,-3.1150203,1.8347155,4.2844553,81.69504,-3.2,1.458,4.5,82.18839,0.08497970000000032,0.3767155,0.2155446999999997,0.4933499999999924
1.0,-3.3270984,2.2275715,5.3001056,80.869064,-3.0,2.0,5.0,80.459694,0.3270984000000001,0.22757149999999982,0.3001056000000002,0.40936999999999557
1.1,-3.2414699,2.9358952,5.1446733,78.98122,-2.8,2.662,5.5,78.7564,0.44146989999999997,0.2738952000000001,0.3553267,0.22481999999999402
1.2,-2.8857257,3.6926925,5.5963025,77.291245,-2.6,3.456,6.0,77.077644,0.28572569999999997,0.2366925000000002,0.4036974999999998,0.21360099999999704
1.3,-2.6049383,4.146453,6.657604,74.93844,-2.4,4.394,6.5,75.4225,0.20493830000000024,0.24754699999999996,0.15760400000000008,0.4840599999999995
1.4,-2.5625372,5.2969403,7.0161843,74.11666,-2.2,5.488,7.0,73.79003,0.3625371999999998,0.19105970000000028,0.01618429999999993,0.3266299999999944
1.5,-1.6917788,6.270676,7.0683856,72.47835,-2.0,6.75,7.5,72.17926,0.3082212,0.4793240000000001,0.43161439999999995,0.29909000000000674
1.6,-1.4653761,7.901032,8.464811,71.05614,-1.8,8.192,8.0,70.5892,0.3346239,0.29096800000000034,0.4648109999999992,0.4669399999999939
1.7,-1.9975591,9.986517,8.163912,68.79605,-1.6,9.826,8.5,69.018845,0.39755909999999983,0.1605169999999987,0.33608800000000016,0.22279500000000496
1.8,-1.2800585,11.652556,9.056147,67.7839,-1.4,11.664,9.0,67.4672,0.11994149999999992,0.011443999999999122,0.05614699999999928,0.3166999999999973
1.9,-0.91203475,13.469578,9.720741,65.836205,-1.2,13.718,9.5,65.93329,0.28796524999999995,0.2484219999999997,0.2207410000000003,0.09708499999999276
2.0,-1.2120949,15.697641,10.476602,64.29998,-1.0,16.0,10.0,64.416145,0.2120949000000001,0.30235899999999916,0.47660199999999975,0.11616499999999519
2.1,-1.1034707,18.595478,10.80886,62.850765,-0.8,18.522,10.5,62.914845,0.30347069999999987,0.07347800000000149,0.30885999999999925,0.06407999999999703
2.2,-0.8140547,21.77481,11.381393,61.783012,-0.6,21.296,11.0,61.4285,0.21405470000000004,0.4788099999999993,0.3813929999999992,0.3545119999999997
2.3,-0.33190203,24.23826,11.946233,60.0893,-0.4,24.334,11.5,59.956276,0.06809797000000001,0.09573999999999927,0.44623299999999944,0.13302399999999892
2.4,0.09188771,27.971361,12.018673,58.252556,-0.2,27.648,12.0,58.497395,0.29188771,0.323361000000002,0.018672999999999718,0.24483899999999892
2.5,-0.16814248,31.696903,12.648813,57.43387,6.3948846e-13,31.25,12.5,57.051144,0.1681424800006395,0.44690299999999894,0.14881300000000053,0.3827259999999981
2.6,0.034154933,35.344273,13.430304,55.49318,0.2,35.152,13.0,55.61689,0.165845067,0.19227300000000014,0.4303039999999996,0.12370999999999555
2.7,0.11438007,39.603973,13.349541,53.799175,0.4,39.366,13.5,54.194073,0.28561993,0.23797300000000376,0.15045899999999968,0.39489800000000486
2.8,0.3421652,43.96778,13.952687,53.044525,0.6,43.904,14.0,52.782223,0.2578348,0.06377999999999417,0.04731300000000083,0.26230199999999826
2.9,0.5486801,48.621254,14.033558,51.5061,0.8,48.778,14.5,51.38096,0.25131990000000004,0.15674599999999828,0.4664420000000007,0.1251400000000018
3.0,0.77308625,53.568745,14.958849,49.627136,1.0,54.0,15.0,49.989994,0.22691375000000003,0.43125500000000017,0.04115099999999927,0.3628580000000028
3.1,1.5301938,59.76511,15.06092,48.97242,1.2,59.582,15.5,48.609135,0.3301938,0.18310999999999922,0.4390800000000006,0.36328499999999764
3.2,1.7722063,65.86679,15.695335,46.765446,1.4,65.536,16.0,47.238297,0.3722063,0.33078999999999326,0.30466499999999996,0.4728510000000057
3.3,1.5790944,71.71022,16.45906,45.470486,1.6,71.874,16.5,45.87748,0.02090560000000008,0.1637799999999885,0.04093999999999909,0.4069939999999974
3.4,2.0347533,78.81827,16.519588,44.546036,1.8,78.608,17.0,44.5268,0.23475330000000016,0.21026999999999418,0.48041200000000117,0.019235999999999365
3.5,2.1669905,85.403915,17.974937,43.00807,2.0,85.75,17.5,43.18646,0.16699049999999982,0.3460850000000022,0.4749370000000006,0.17839000000000027
3.6,2.6904821,92.84224,17.502026,42.340942,2.2,93.312,18.0,41.85676,0.4904820999999999,0.46975999999999374,0.49797399999999925,0.484181999999997
3.7,2.3906581,100.86964,18.11371,40.2084,2.4,101.306,18.5,40.5381,0.009341899999999903,0.4363599999999934,0.3862899999999989,0.32970000000000255
3.8,2.100779,109.36287,19.403967,39.209606,2.6,109.744,19.0,39.23097,0.4992209999999999,0.38112999999999886,0.4039670000000015,0.021363999999998384
3.9,2.8729568,118.35969,19.94529,37.60588,2.8,118.638,19.5,37.935932,0.07295680000000004,0.2783100000000047,0.44528999999999996,0.330052000000002
4.0,3.418015,128.42453,19.730625,36.978916,3.0,128.0,20.0,36.653645,0.418015,0.4245300000000043,0.26937500000000014,0.32527100000000075
4.1,2.8482835,138.12503,20.910408,35.82829,3.2,137.842,20.5,35.384823,0.3517165000000002,0.28302999999999656,0.41040800000000033,0.4434670000000054
4.2,2.9537008,147.72116,21.238039,34.552235,3.4,148.176,21.0,34.13026,0.4462991999999999,0.45483999999999014,0.23803900000000056,0.4219750000000033
4.3,3.6419778,159.08833,21.165085,33.220013,3.6,159.014,21.5,32.8908,0.04197779999999973,0.07433000000000334,0.33491499999999874,0.32921300000000286
4.4,4.265741,169.94182,21.782143,31.725233,3.8,170.368,22.0,31.667334,0.4657410000000004,0.426179999999988,0.21785699999999864,0.057898999999999035
4.5,4.008899,182.58247,22.069466,30.304895,4.0,182.25,22.5,30.460796,0.008899000000000434,0.3324700000000007,0.4305340000000015,0.15590100000000007
4.6,3.7222936,194.8732,22.68778,29.742687,4.2,194.672,23.0,29.272152,0.4777064000000002,0.20120000000000005,0.31221999999999994,0.4705350000000017
4.7,4.274098,208.11002,23.267647,28.264437,4.4,207.646,23.5,28.102388,0.12590199999999996,0.464020000000005,0.2323529999999998,0.16204899999999967
4.8,5.0618944,221.6016,23.504873,27.154749,4.6,221.184,24.0,26.952501,0.46189440000000026,0.4175999999999931,0.4951270000000001,0.20224799999999732
4.9,4.752725,235.05336,24.42293,25.773775,4.8,235.298,24.5,25.823488,0.047274999999999956,0.24464000000000397,0.07706999999999908,0.04971300000000056
5.0,4.905665,250.3336,25.224699,24.794209,5.0,250.0,25.0,24.716337,0.09433500000000006,0.3335999999999899,0.2246990000000011,0.07787199999999928
5.1,4.8713007,265.00754,25.655087,23.963673,5.2,265.302,25.5,23.632023,0.32869930000000025,0.29446000000001504,0.15508700000000175,0.3316499999999998
5.2,5.7165895,281.01184,26.23071,22.072887,5.4,281.216,26.0,22.571484,0.3165895000000001,0.20416000000000167,0.23070999999999842,0.4985970000000002
5.3,5.103345,297.45468,26.09131,21.961351,5.6,297.754,26.5,21.535625,0.4966549999999996,0.2993200000000229,0.40869,0.42572600000000094
5.4,5.736775,315.0401,27.20083,21.001308,5.8,314.928,27.0,20.525307,0.06322500000000009,0.11209999999999809,0.20082999999999984,0.4760010000000001
5.5,6.377877,333.00378,27.05729,19.52057,6.0,332.75,27.5,19.54133,0.3778769999999998,0.2537800000000061,0.4427100000000017,0.020759999999999224
5.6,6.5307937,351.46548,27.833447,18.87061,6.2,351.232,28.0,18.584435,0.3307937000000001,0.23347999999998592,0.1665530000000004,0.28617500000000007
5.7,6.0772567,370.1732,28.593563,17.724815,6.4,370.386,28.5,17.655287,0.32274329999999996,0.21280000000001564,0.09356299999999962,0.06952799999999826
5.8,6.339171,389.7792,28.52428,16.787708,6.6,390.224,29.0,16.75448,0.2608289999999993,0.44479999999998654,0.47571999999999903,0.03322799999999759
5.9,6.8272033,411.07748,29.403913,16.056564,6.8,410.758,29.5,15.882522,0.02720330000000004,0.31947999999999865,0.0960870000000007,0.1740420000000018
6.0,6.673313,431.69946,30.380116,15.210613,7.0,432.0,30.0,15.039829,0.3266869999999997,0.30054000000001224,0.380116000000001,0.17078400000000116
6.1,6.755299,454.10114,30.600937,14.201845,7.2,453.962,30.5,14.226731,0.44470100000000023,0.1391399999999976,0.10093699999999828,0.02488599999999863
6.2,7.423082,477.02863,31.454123,13.336014,7.4,476.656,31.0,13.443458,0.023081999999999603,0.3726300000000151,0.45412299999999917,0.1074439999999992
6.3,8.067202,499.68115,31.2491,12.784313,7.6,500.094,31.5,12.690142,0.46720200000000034,0.4128499999999917,0.25090000000000146,0.09417099999999934
6.4,7.80123,523.9182,31.750387,11.772338,7.8,524.288,32.0,11.966815,0.0012300000000005085,0.36980000000005475,0.24961300000000008,0.1944770000000009
6.5,7.658832,549.0036,32.676838,10.955556,8.0,549.25,32.5,11.273413,0.3411679999999997,0.24639999999999418,0.1768379999999965,0.31785700000000006
6.6,8.568339,574.4985,32.51542,10.445071,8.2,574.992,33.0,10.609767,0.36833900000000064,0.49349999999992633,0.4845800000000011,0.1646959999999993
6.7,8.771383,601.7586,33.401024,10.068517,8.4,601.526,33.5,9.975616,0.3713829999999998,0.23260000000004766,0.0989760000000004,0.09290099999999946
6.8,8.470425,628.7006,34.35043,9.222325,8.6,628.864,34.0,9.370603,0.1295749999999991,0.1634000000000242,0.3504300000000029,0.14827799999999947
6.9,8.527624,657.28845,34.932636,9.228201,8.8,657.018,34.5,8.794275,0.2723760000000013,0.27044999999998254,0.43263600000000224,0.4339259999999996
7.0,9.044036,686.3899,34.754677,8.187652,9.0,686.0,35.0,8.246098,0.044036000000000186,0.38990000000001146,0.24532299999999907,0.058446
7.1,8.830833,715.56,35.297585,7.8752565,9.2,715.822,35.5,7.7254534,0.36916699999999913,0.2620000000000573,0.202415000000002,0.14980309999999974
7.2,9.431941,746.8428,36.422268,7.030091,9.4,746.496,36.0,7.231649,0.031940999999999775,0.3468000000000302,0.42226800000000253,0.20155800000000035
7.3,9.448816,777.70197,36.671474,6.798119,9.6,778.034,36.5,6.7639227,0.15118399999999887,0.3320300000000316,0.17147400000000346,0.034196299999999624
7.4,9.402386,810.0036,36.6268,5.927882,9.8,810.448,37.0,6.3214526,0.3976140000000008,0.44439999999997326,0.3731999999999971,0.39357059999999944
7.5,9.856429,843.9888,37.264534,6.2560086,10.0,843.75,37.5,5.9033647,0.14357099999999967,0.23879999999996926,0.2354660000000024,0.35264390000000034
7.6,10.406261,878.0819,37.943096,5.7789245,10.2,877.952,38.0,5.50874,0.20626100000000136,0.12990000000002055,0.05690400000000295,0.27018449999999916
7.7,10.483953,912.82623,38.012424,4.819468,10.4,913.066,38.5,5.1366262,0.08395299999999928,0.23977000000002135,0.4875759999999971,0.3171582000000006
7.8,10.903358,949.1458,38.60413,4.7285256,10.6,949.104,39.0,4.7860446,0.3033580000000011,0.04179999999996653,0.39587000000000216,0.0575190000000001
7.9,10.323647,986.30237,39.930634,4.20937,10.8,986.078,39.5,4.456002,0.47635300000000136,0.22437000000002172,0.43063399999999774,0.24663199999999996
8.0,11.236141,1024.2325,40.358112,4.119519,11.0,1024.0,40.0,4.1455,0.23614099999999993,0.23250000000007276,0.35811199999999843,0.02598099999999981
8.1,10.920326,1062.6277,40.66814,3.3694506,11.2,1062.882,40.5,3.8535442,0.279674,0.2543000000000575,0.16814000000000107,0.4840936
8.2,11.796623,1103.0417,40.860924,3.7972562,11.4,1102.736,41.0,3.579155,0.39662299999999995,0.30569999999988795,0.13907600000000286,0.2181012
8.3,11.598334,1143.8048,41.220318,3.4973335,11.6,1143.574,41.5,3.3213768,0.0016660000000001673,0.23079999999981737,0.2796820000000011,0.17595669999999997
8.4,12.0387945,1185.5217,41.951843,2.5839827,11.8,1185.408,42.0,3.0792887,0.23879449999999913,0.11370000000010805,0.048157000000003336,0.49530600000000025
8.5,11.842022,1228.3228,42.152855,2.390747,12.0,1228.25,42.5,2.852012,0.15797799999999995,0.0727999999999156,0.3471449999999976,0.46126500000000004
8.6,12.522043,1272.0402,42.544807,2.2551057,12.2,1272.112,43.0,2.63872,0.32204300000000075,0.07180000000016662,0.4551930000000013,0.3836143000000001
8.7,12.855869,1316.7098,43.987335,2.6373868,12.4,1317.006,43.5,2.4386466,0.45586899999999986,0.2961999999999989,0.48733500000000163,0.1987401999999996
8.8,13.009679,1363.3068,43.661743,1.8718067,12.6,1362.944,44.0,2.251093,0.40967900000000057,0.3628000000001066,0.3382569999999987,0.37928629999999997
8.9,13.061979,1410.1509,44.658703,1.610579,12.8,1409.938,44.5,2.0754352,0.2619789999999984,0.21289999999999054,0.1587030000000027,0.46485619999999983
9.0,12.668264,1457.5944,44.908535,1.749655,13.0,1458.0,45.0,1.9111303,0.33173599999999936,0.4056000000000495,0.09146499999999946,0.1614753
9.1,13.317889,1506.796,45.001057,2.166051,13.2,1507.142,45.5,1.7577215,0.11788899999999991,0.34600000000000364,0.49894299999999703,0.4083295
9.2,13.345668,1557.746,45.805813,1.6625733,13.4,1557.376,46.0,1.6148436,0.05433200000000049,0.37000000000011823,0.19418699999999944,0.0477297000000001
9.3,13.506583,1608.8472,46.671005,1.8769232,13.6,1608.714,46.5,1.4822253,0.09341700000000053,0.133199999999988,0.17100500000000096,0.39469789999999993
9.4,13.535542,1660.9835,47.366234,1.0995753,13.8,1661.168,47.0,1.359693,0.2644580000000012,0.18449999999984357,0.3662339999999986,0.2601177000000001
9.5,13.862246,1714.5338,47.56391,0.8855721,14.0,1714.75,47.5,1.2471721,0.13775399999999927,0.21620000000007167,0.06390999999999991,0.36160000000000003
9.6,13.964414,1769.4869,48.30456,0.71895754,14.2,1769.472,48.0,1.1446879,0.23558599999999963,0.014900000000125146,0.30456000000000216,0.4257303600000001
9.7,14.237361,1825.1898,48.365276,0.80129576,14.4,1825.346,48.5,1.0523648,0.16263900000000042,0.15619999999989886,0.1347239999999985,0.2510690400000001
9.8,14.368036,1882.883,49.27811,0.6776254,14.6,1882.384,49.0,0.97042626,0.23196399999999961,0.49900000000002365,0.2781099999999981,0.29280085999999994
9.9,15.271646,1940.1332,49.246155,0.6593184,14.8,1940.598,49.5,0.89919114,0.4716459999999998,0.46479999999996835,0.2538449999999983,0.23987274000000003
10.0,15.245541,1999.9031,50.235046,0.9532806,15.0,2000.0,50.0,0.8390715,0.24554099999999934,0.0969000000000051,0.23504599999999698,0.11420910000000006
10.1,15.193747,2060.8538,50.790752,1.2285326,15.2,2060.602,50.5,0.7905682,0.006252999999999176,0.2518000000000029,0.2907519999999977,0.43796440000000003
10.2,15.326085,2122.732,50.98844,0.2837537,15.4,2122.416,51.0,0.75426567,0.07391499999999951,0.31599999999980355,0.011560000000002901,0.47051197
10.3,15.681278,2185.603,51.413197,0.6681263,15.6,2185.454,51.5,0.73082644,0.08127800000000107,0.14899999999988722,0.0868030000000033,0.06270014000000002
10.4,16.055222,2249.835,51.77788,1.2150499,15.8,2249.728,52.0,0.7209843,0.25522199999999984,0.1069999999999709,0.22211999999999676,0.4940655999999999
10.5,15.516224,2315.5847,52.517487,0.60221493,16.0,2315.25,52.5,0.72553694,0.48377600000000065,0.3346999999998843,0.017487000000002695,0.12332200999999998
10.6,15.9585705,2382.3892,53.25238,0.6214623,16.2,2382.032,53.0,0.7453382,0.24142949999999885,0.3571999999999207,0.25238000000000227,0.12387589999999993
10.7,16.856203,2450.374,53.41953,0.72492594,16.4,2450.086,53.5,0.7812893,0.45620300000000213,0.2880000000000109,0.08046999999999827,0.056363359999999973
10.8,16.630577,2519.2944,54.252342,0.60344225,16.6,2519.424,54.0,0.8343299,0.030576999999997412,0.1295999999997548,0.25234199999999873,0.23088765
10.9,16.631283,2589.6921,54.276386,0.4716834,16.8,2590.058,54.5,0.9054288,0.1687170000000009,0.3658999999997832,0.22361399999999776,0.43374540000000006
11.0,16.940863,2662.1104,54.68714,0.5516239,17.0,2662.0,55.0,0.9955743,0.05913699999999977,0.11040000000002692,0.3128600000000006,0.4439504000000001
11.1,17.357515,2735.2817,55.57471,1.535253,17.2,2735.262,55.5,1.105764,0.15751500000000007,0.019699999999829743,0.07471000000000316,0.429489
11.2,17.113403,2809.6313,56.443607,1.7269373,17.4,2809.856,56.0,1.2369951,0.2865969999999969,0.22470000000021173,0.4436070000000001,0.4899422
11.3,17.639929,2885.613,56.123325,1.27288,17.6,2885.794,56.5,1.3902546,0.03992899999999722,0.18100000000004002,0.37667499999999876,0.1173746
11.4,18.28821,2962.6758,56.594975,1.4601041,17.8,2963.088,57.0,1.5665091,0.4882099999999987,0.41220000000021173,0.40502500000000197,0.10640500000000008
11.5,17.838253,3041.5444,57.94431,2.1505957,18.0,3041.75,57.5,1.7666953,0.1617469999999983,0.20559999999977663,0.44431000000000154,0.38390040000000014
11.6,17.915905,3121.807,57.864426,2.4530191,18.2,3121.792,58.0,1.9917104,0.28409500000000065,0.01499999999987267,0.1355739999999983,0.4613087
11.7,18.884508,3203.6877,58.487362,2.4473364,18.4,3203.226,58.5,2.2424037,0.4845080000000017,0.461699999999837,0.012638000000002592,0.20493270000000008
11.8,18.396336,3285.5837,59.009537,2.8112354,18.6,3286.064,59.0,2.5195675,0.20366399999999985,0.4802999999997155,0.009537000000001683,0.2916679000000002
11.9,18.624561,3369.9924,59.503086,2.4392986,18.8,3370.318,59.5,2.8239298,0.1754390000000008,0.32560000000012224,0.003086000000003253,0.3846312000000003
12.0,19.027494,3456.2346,60.412907,3.431336,19.0,3456.0,60.0,3.156146,0.027494000000000796,0.234599999999773,0.412906999999997,0.2751899999999998
12.1,19.39343,3543.3584,60.566902,3.5065122,19.2,3543.122,60.5,3.516794,0.19342999999999932,0.23640000000023065,0.0669019999999989,0.010281800000000008
12.2,19.568026,3631.3481,61.05232,3.6626382,19.4,3631.696,61.0,3.9063663,0.16802600000000112,0.3478999999997541,0.0523200000000017,0.24372810000000023
12.3,19.230003,3721.4985,61.940945,4.7884665,19.6,3721.734,61.5,4.3252673,0.36999700000000146,0.23549999999977445,0.44094499999999925,0.46319920000000003
12.4,20.15367,3813.3696,62.485855,4.9654484,19.8,3813.248,62.0,4.7738075,0.35367000000000104,0.12159999999994398,0.4858550000000008,0.19164089999999945
12.5,20.25169,3905.9768,62.97045,5.1394124,20.0,3906.25,62.5,5.2522016,0.25168999999999997,0.27320000000008804,0.4704499999999996,0.11278919999999992
12.6,19.717548,4000.7922,62.5022,5.4382243,20.2,4000.752,63.0,5.7605653,0.48245199999999855,0.040199999999913416,0.497799999999998,0.32234099999999977
12.7,20.673906,4096.5547,63.87355,5.9373064,20.4,4096.766,63.5,6.298915,0.2739060000000002,0.21129999999993743,0.3735500000000016,0.3616086000000003
12.8,21.09865,4194.766,63.993107,6.806631,20.6,4194.304,64.0,6.8671675,0.4986499999999978,0.46199999999953434,0.00689299999999804,0.06053649999999955
12.9,20.5579,4292.91,64.42855,7.667781,20.8,4293.378,64.5,7.46514,0.24210000000000065,0.4679999999998472,0.07144999999999868,0.20264099999999985
13.0,20.598501,4393.5957,65.3833,8.324691,21.0,4394.0,65.0,8.092553,0.40149900000000116,0.40430000000014843,0.3833000000000055,0.23213799999999907
13.1,20.712814,4496.047,65.00611,8.68141,21.2,4496.182,65.5,8.749033,0.4871859999999977,0.13500000000021828,0.4938899999999933,0.0676230000000011
13.2,21.850136,4599.9927,65.80682,9.059501,21.4,4599.936,66.0,9.434116,0.45013600000000054,0.05670000000009168,0.19317999999999813,0.37461500000000036
13.3,21.546925,4705.719,66.07462,10.4398365,21.6,4705.274,66.5,10.147251,0.05307499999999976,0.44499999999970896,0.4253800000000041,0.2925854999999995
13.4,22.004425,4811.896,67.03218,11.291765,21.8,4812.208,67.0,10.887807,0.20442500000000052,0.31199999999989814,0.03217999999999677,0.4039579999999994
13.5,22.498127,4921.089,67.28333,11.440074,22.0,4920.75,67.5,11.655079,0.4981270000000002,0.3389999999999418,0.21666999999999348,0.21500500000000144
13.6,22.567713,5031.2188,68.048485,12.193721,22.2,5030.912,68.0,12.448296,0.36771300000000195,0.30679999999938445,0.048484999999999445,0.2545749999999991
13.7,21.934498,5143.2036,68.0316,12.987708,22.4,5142.706,68.5,13.266625,0.4655019999999972,0.49759999999969295,0.4684000000000026,0.27891699999999986
13.8,22.283297,5256.625,69.2234,14.4890375,22.6,5256.144,69.0,14.109185,0.3167030000000004,0.48099999999976717,0.22339999999999804,0.37985250000000015
13.9,22.754929,5371.4136,69.368256,14.515507,22.8,5371.238,69.5,14.97505,0.04507100000000008,0.17559999999957654,0.13174399999999764,0.45954300000000003
14.0,22.586683,5487.677,70.12506,16.345198,23.0,5488.0,70.0,15.863263,0.41331699999999927,0.32300000000032014,0.12506000000000483,0.481935
14.1,23.44767,5606.473,70.82975,16.979795,23.2,5606.442,70.5,16.772842,0.2476699999999994,0.03099999999994907,0.3297500000000042,0.2069529999999986
